Project Name,Commit URL,Message
k2,https://github.com/k2-fsa/k2/commit/575d6576e22f77f7495a2eec22bda404460253ce,"""Note for epsilon removal on GPU (#447)"""
k2,https://github.com/k2-fsa/k2/commit/9e776635c1d7af0e6da113abf1ea2e9877ba3a8d,"""implemented ComputeEpsilonClosureOneIter (#471)"""
k2,https://github.com/k2-fsa/k2/commit/e6c081ab5a5c7cdeb01fa00e26875ebf5d41523b,"""Implemented ComputeEpsilonClosure (#482)"""
k2,https://github.com/k2-fsa/k2/commit/1d328494367efd3f8341f6f300d66c799ef1894c,"""Implement some indexing-with-ragged operations (#486)"""
k2,https://github.com/k2-fsa/k2/commit/d8455948860ea0c95570c512d9b50a4ef6c912d8,"""Add justification for epsilon-removal algorithm correctness (#526)"""
k2,https://github.com/k2-fsa/k2/commit/436da183c5184c7a8346693a4e7706270325e620,"""implement GPU invert with ExpandArcs (#545)"""
k2,https://github.com/k2-fsa/k2/commit/d5ce23c44daf814eff40f2a1c28ab210f4c2bee3,"""rename index_attr to index and dispatch index operation to the right one (#551)"""
k2,https://github.com/k2-fsa/k2/commit/72623d7ed267387b8d7018312285272ea7cee302,"""optimize Arange code to use only one GPU to CPU memory transfer and wrap to python (#552)"""
k2,https://github.com/k2-fsa/k2/commit/dd8051deb7bd1fa1f41d0f1dcd7d6f008599145d,"""Arc scores refactor (#3)

* Some refactoring

* Add utility to split ragged shape efficiently.

* Refactoring forward computation

* Refactor the backward propagation to be simpler."""
k2,https://github.com/k2-fsa/k2/commit/90ddadc53bf822421254feb41548a5161f40b456,"""Cosmetic change, ApplyOpPerSublist->SegmentedReduce"""
k2,https://github.com/k2-fsa/k2/commit/7a23f7b2a37b129978bc22f568be96933fd32804,"""Implemented SegmentedExclusiveSum without cudpp, be more faster (#621)"""
k2,https://github.com/k2-fsa/k2/commit/f61f64e43ce20b15cce8e48dd9e313f4614f006a,"""Optimize op Append for Array1 with load balance search (#624)"""
k2,https://github.com/k2-fsa/k2/commit/bdec8364709d678b9cb8a3e418edf5e3e9f0adb3,"""Optimize op SpliceRowSplits with load balance search (#625)"""
k2,https://github.com/k2-fsa/k2/commit/0feefc731f65c104f0849e7d4b747aac83c3217a,"""Modified rnnt (#902)

* Add modified mutual_information_recursion

* Add modified rnnt loss

* Using more efficient way to fix boundaries

* Fix modified pruned rnnt loss

* Fix the s_begin constrains of pruned loss for modified version transducer"""
k2,https://github.com/k2-fsa/k2/commit/63240103fc561ff12c87a0a01057cfe9caaa2643,"""optimize shortestpath (#1039)"""
k2,https://github.com/k2-fsa/k2/commit/f1ae355b619db05cda7bd4305628df4ab4c900e1,"""Replace monotonic_lower_bound with efficient implementation (#1079)

* Replace monotonic_lower_bound with efficient implementation

* Fix style"""
k2,https://github.com/k2-fsa/k2/commit/1ff2557b070e659347df08457d6bd07186a493c1,"""e / (1.0f + e) -> 1.0f - 1.0f / (1.0f + e)"""
blocksparse,https://github.com/openai/blocksparse/commit/11182e0e49916dc3b10bbe2c43aa49bae44645dd,"""changed memory format between qk product and softmax to be bfloat16 to accomidate higher dynamic range than in fp16
big speedup in softmax for blocksize=64 for use in dense attention models"""
CUDALibrarySamples,https://github.com/NVIDIA/CUDALibrarySamples/commit/e0875768d3d914baa3b51c9d32c55ca8b3426659,"""scalar of cuDoubleComplex should be double"""
CUDALibrarySamples,https://github.com/NVIDIA/CUDALibrarySamples/commit/631d3277059aa975894e5add619ee7c7f53c9808,"""Converting milliseconds to seconds for display"""
CUDALibrarySamples,https://github.com/NVIDIA/CUDALibrarySamples/commit/16e4f76d640cec92da9063a0a8232bf5427a8417,"""Displaying time unit in benchmarks"""
